Babysitting,"Babysitting  is temporarily caring for a child. Babysitting can be a paid job for all ages; however, it is best known as a temporary activity for young teenagers who are too young to be eligible for employment in the general economy. It provides autonomy from parental control, and spending money, as well as an introduction to the techniques of child care. It emerged as a social role for teenagers in the 1920s, and became especially important in suburban America in the 1950s and 1960s, when there was an abundance of small children. It stimulated an outpouring of folk culture in the form of urban legends, pulp novels, and horror films.",https://en.wikipedia.org/wiki/Babysitting
Baking,"Baking  is a method of preparing food that uses  dry heat, typically in an oven, but can also be done in hot ashes, or on hot stones. The most common baked item is bread but many other types of foods are baked. Heat is gradually transferred ""from the surface of cakes, cookies, and breads to their center. As heat travels through, it transforms batters and doughs into baked goods and more with a firm dry crust and a softer center"". Baking can be combined with grilling to produce a hybrid barbecue variant by using both methods simultaneously, or one after the other. Baking is related to barbecuing because the concept of the masonry oven is similar to that of a smoke pit.  Because of historical social and familial roles, baking has traditionally been performed at home by women for day-to-day meals and by men in bakeries and restaurants for local consumption. When production was industrialized, baking was automated by machines in large factories. The art of baking remains a fundamental skill and is important for nutrition, as baked goods, especially breads, are a common and important food, both from an economic and cultural point of view. A person who prepares baked goods as a profession is called a baker. On a related note, a pastry chef is someone who is trained in the art of making pastries, desserts, bread and other baked goods.",https://en.wikipedia.org/wiki/Baking
Basketball,"Basketball , colloquially referred to as  hoops , is a team sport in which two teams, most commonly of five players each, opposing one another on a rectangular court, compete with the primary objective of shooting a basketball (approximately 9.4 inches (24 cm) in diameter) through the defender's hoop (a basket 18 inches (46 cm) in diameter mounted 10 feet (3.048 m) high to a backboard at each end of the court) while preventing the opposing team from shooting through their own hoop. A field goal is worth two points, unless made from behind the three-point line, when it is worth three. After a foul, timed play stops and the player fouled or designated to shoot a technical foul is given one, two or three one-point free throws. The team with the most points at the end of the game wins, but if regulation play expires with the score tied, an additional period of play (overtime) is mandated.  Players advance the ball by bouncing it while walking or running (dribbling) or by passing it to a teammate, both of which require considerable skill. On offense, players may use a variety of shots—the lay-up, the jump shot, or a dunk; on defense, they may steal the ball from a dribbler, intercept passes, or block shots; either offense or defense may collect a rebound, that is, a missed shot that bounces from rim or backboard. It is a violation to lift or drag one's pivot foot without dribbling the ball, to carry it, or to hold the ball with both hands then resume dribbling.  The five players on each side fall into five playing positions. The tallest player is usually the center, the second-tallest and strongest is the power forward, a slightly shorter but more agile player is the small forward, and the shortest players or the best ball handlers are the shooting guard and the point guard, who implements the coach's game plan by managing the execution of offensive and defensive plays (player positioning). Informally, players may play three-on-three, two-on-two, and one-on-one.  Invented in 1891 by Canadian-American gym teacher James Naismith in Springfield, Massachusetts, United States, basketball has evolved to become one of the world's most popular and widely viewed sports. The National Basketball Association (NBA) is the most significant professional basketball league in the world in terms of popularity, salaries, talent, and level of competition. Outside North America, the top clubs from national leagues qualify to continental championships such as the EuroLeague and the Basketball Champions League Americas. The FIBA Basketball World Cup and Men's Olympic Basketball Tournament are the major international events of the sport and attract top national teams from around the world. Each continent hosts regional competitions for national teams, like EuroBasket and FIBA AmeriCup.  The FIBA Women's Basketball World Cup and Women's Olympic Basketball Tournament feature top national teams from continental championships. The main North American league is the WNBA (NCAA Women's Division I Basketball Championship is also popular), whereas the strongest European clubs participate in the EuroLeague Women.",https://en.wikipedia.org/wiki/Basketball
Baton twirling,Baton twirling  is an art involving the manipulation of a metal rod and the performer's body to a coordinated routine. It is similar to rhythmic gymnastics or color guard.,https://en.wikipedia.org/wiki/Baton twirling
Beatboxing,"Beatboxing  (also  beat boxing  or  boxing ) is a form of vocal percussion primarily involving the art of mimicking drum machines (typically a TR-808), using one's mouth, lips, tongue, and voice. It may also involve vocal imitation of turntablism, and other musical instruments. Beatboxing today is connected with hip-hop culture, often referred to as ""the fifth element"" of hip-hop, although it is not limited to hip-hop music. The term ""beatboxing"" is sometimes used to refer to vocal percussion in general.",https://en.wikipedia.org/wiki/Beatboxing
Beer tasting,"A  beer sommelier , also called a  cicerone , is a trained professional, working in the hospitality and alcoholic beverage industry, who specializes in the service and knowledge of beer. The knowledge required for certification includes an understanding of styles, brewing, ingredients, history of beer and brewing, glassware, beer service, draught systems, beer tasting, and food pairings. The profession is relatively new but growing.",https://en.wikipedia.org/wiki/Beer sommelier
Binge-watching,"Binge-watching , also called  binge-viewing  or  marathon-viewing , is the practice of watching content (TV, streaming services, etc.) for a long time span, usually a single television show. In a survey conducted by Netflix in February 2014, 73% of people define binge-watching as ""watching between 2-6 episodes of the same TV show in one sitting."" Some researchers have argued that binge-watching should be defined based on the context and the actual content of TV show. Others suggested that what is normally called binge-watching in fact refers to more than one type of TV viewing behavior (and experience). They proposed that the notion of binge-watching should be expanded to include both the prolonged sit (watching 3 or more episodes in a row, in one sitting) and the accelerated consumption of an entire season (or seasons) of a show, one episode at a time, over several days. Binge-watching as an observed cultural phenomenon has become popular with the rise of video streaming services such as Netflix,   Amazon Prime Video, and Hulu through which the viewer can watch television shows and movies on-demand. For example, 61% of the Netflix survey participants said they binge-watch regularly. Recent research based on video-on-demand data from major US video streaming providers shows that over 64% of the customers binged-watched once during a year.",https://en.wikipedia.org/wiki/Binge-watching
Blogging,"A  blog  (a truncation of "" weblog "") is a discussion or informational website published on the World Wide Web consisting of discrete, often informal diary-style text entries (posts). Posts are typically displayed in reverse chronological order, so that the most recent post appears first, at the top of the web page. Until 2009, blogs were usually the work of a single individual, occasionally of a small group, and often covered a single subject or topic. In the 2010s, ""multi-author blogs"" (MABs) emerged, featuring the writing of multiple authors and sometimes professionally edited. MABs from newspapers, other media outlets, universities, think tanks, advocacy groups, and similar institutions account for an increasing quantity of blog traffic. The rise of Twitter and other ""microblogging"" systems helps integrate MABs and single-author blogs into the news media.  Blog  can also be used as a verb, meaning  to maintain or add content to a blog .  The emergence and growth of blogs in the late 1990s coincided with the advent of web publishing tools that facilitated the posting of content by non-technical users who did not have much experience with HTML or computer programming. Previously, a knowledge of such technologies as HTML and File Transfer Protocol had been required to publish content on the Web, and early Web users therefore tended to be hackers and computer enthusiasts. In the 2010s, the majority are interactive Web 2.0 websites, allowing visitors to leave online comments, and it is this interactivity that distinguishes them from other static websites. In that sense, blogging can be seen as a form of social networking service. Indeed, bloggers not only produce content to post on their blogs but also often build social relations with their readers and other bloggers. However, there are high-readership blogs which do not allow comments.  Many blogs provide commentary on a particular subject or topic, ranging from politics to sports. Others function as more personal online diaries or online brand advertising of a particular individual or company. A typical blog combines text, digital images, and links to other blogs, web pages, and other media related to its topic. The ability of readers to leave publicly viewable comments, and interact with other commenters, is an important contribution to the popularity of many blogs. However, blog owners or authors often moderate and filter online comments to remove hate speech or other offensive content. Most blogs are primarily textual, although some focus on art ( art blogs ), photographs ( photoblogs ), videos ( video blogs  or "" vlogs ""), music ( MP3 blogs ), and audio ( podcasts ). In education, blogs can be used as instructional resources; these are referred to as  edublogs . Microblogging is another type of blogging, featuring very short posts.  'Blog' and 'blogging' are now loosely used for content creation and sharing on social media, especially when the content is long-form and one creates and shares content on regular basis. So, one could be maintaining a blog on Facebook or blogging on Instagram.  On February 16, 2011, there were over 156 million public blogs in existence. On February 20, 2014, there were around 172 million Tumblr and 75.8 million WordPress blogs in existence worldwide. According to critics and other bloggers, Blogger is the most popular blogging service used today. However, Blogger does not offer public statistics. Technorati lists 1.3 million blogs as of February 22, 2014.",https://en.wikipedia.org/wiki/Blog
Board/tabletop games,bad title,
Book discussion clubs,bad title,
Book restoration,Book restoration  is the renewal and repair of books.  Techniques include cleaning; mending and filling damaged pages; restitching and rebinding.  The first substantial work on the subject was Alfred Bonnardot's  Essai sur l'art de Restaurer les Estampes et les Livres  which was first published in Paris in 1846.  Further significant developments occurred as a result of specific events including the 1904 fire at the Turin National University Library and the 1966 flood of the Arno which damaged over a million items in the National Central Library in Florence.,https://en.wikipedia.org/wiki/Book restoration
Bowling,"Bowling  is a target sport and recreational activity in which a player rolls a ball toward pins (in pin bowling) or another target (in target bowling). The term  bowling  usually refers to ten-pin bowling, though in the United Kingdom and Commonwealth countries bowling could also refer to lawn bowls.  In pin bowling, the goal is to knock over pins on a long playing surface known as a  lane . A strike is achieved when all the pins are knocked down on the first roll, and a spare is achieved if all the pins are knocked over on a second roll.  Lanes have a wood or synthetic surface onto which protective lubricating oil is applied in different specified oil patterns that vary ball path trajectories and characteristics. Common types of pin bowling include ten-pin, candlepin, duckpin, nine-pin, five-pin and kegel. The historical game skittles is the forerunner of modern pin bowling.  In target bowling, the aim is usually to get the ball as close to a mark as possible.  The surface in target bowling may be grass, gravel, or synthetic.  Lawn bowls, bocce, carpet bowls, pétanque, and boules may have both indoor and outdoor varieties.  Bowling is played by 100 million people in more than 90 countries (including 70 million in the United States alone), and is the subject of video games.",https://en.wikipedia.org/wiki/Bowling
Brazilian jiu-jitsu,"Brazilian Jiu-Jitsu  ( BJJ ;  ;  Portuguese:  [ˈʒiw ˈʒit(i)su] ,  [ˈʒu ˈʒit(i)su] ,  [dʒiˈu dʒit(i)ˈsu] ,  jiu-jitsu brasileiro ) is a self-defense martial art and combat sport based on grappling (ne-waza) and submission holds. It focuses on the skill of taking an opponent to the ground, controlling one's opponent, gaining a dominant position and using a number of techniques to force them into submission via joint locks or chokeholds.  Brazilian Jiu-Jitsu was developed around 1920 by Brazilian brothers Carlos, Oswaldo, Gastão Jr., George and Hélio Gracie, after Carlos Gracie was taught traditional Kodokan Judo by a travelling Japanese judoka, Mitsuyo Maeda, in 1917. Later they were going to develop their own self-defense system named Gracie Jiu-Jitsu.  BJJ eventually came to be its own defined combat sport through the innovations, practices and adaptation of Gracie Jiu-Jitsu and Judo, becoming an essential martial art for MMA. Governing bodies such as the IBJJF work worldwide, and set the rules and standards to be held in BJJ competitions. BJJ revolves around the concept that a smaller, weaker person can successfully defend themselves against a bigger, stronger, heavier opponent by using leverage and weight distribution, taking the fight to the ground and using a number of holds and submissions to defeat them. BJJ training can be used for sport grappling and in self-defense situations. Sparring, commonly referred to as ""rolling"" within the BJJ community, and live drilling plays a major role in training and the practitioner's development. BJJ can also be used as a method of promoting physical fitness, building character, and as a way of life.",https://en.wikipedia.org/wiki/Brazilian jiu-jitsu
Breadmaking,"Bread  is a staple food prepared from a dough of flour and water, usually by baking. Throughout recorded history, it has been a prominent food in large parts of the world. It is one of the oldest man-made foods, having been of significant importance since the dawn of agriculture, and plays an essential role in both religious rituals and secular culture.  Bread may be leavened by naturally occurring microbes, chemicals, industrially produced yeast, or high-pressure aeration. In many countries, commercial bread often contains additives to improve flavor, texture, color, shelf life, nutrition, and ease of production.",https://en.wikipedia.org/wiki/Bread
Building,"A  building,  or  edifice,  is a structure with a roof and walls standing more or less permanently in one place, such as a house or factory. Buildings come in a variety of sizes, shapes, and functions, and have been adapted throughout history for a wide number of factors, from building materials available, to weather conditions, land prices, ground conditions, specific uses, and aesthetic reasons. To better understand the term  building  compare the list of nonbuilding structures.  Buildings serve several societal needs – primarily as shelter from weather, security, living space, privacy, to store belongings, and to comfortably live and work. A building as a shelter represents a physical division of the human habitat (a place of comfort and safety) and the  outside  (a place that at times may be harsh and harmful).  Ever since the first cave paintings, buildings have also become objects or canvasses of much artistic expression. In recent years, interest in sustainable planning and building practices has also become an intentional part of the design process of many new buildings and other structures.",https://en.wikipedia.org/wiki/Building
Bullet journaling,bad title,
Cabaret,"Cabaret  is a form of theatrical entertainment featuring music, song, dance, recitation, or drama. It is mainly distinguished by the performance venue, which might be a pub, a casino, a hotel, a restaurant, or a nightclub with a stage for performances. The audience, often dining or drinking, does not typically dance but usually sits at tables. Performances are usually introduced by a master of ceremonies or MC. The entertainment, as done by an ensemble of actors and according to its European origins, is often (but not always) oriented towards adult audiences and of a clearly underground nature. In the United States striptease, burlesque, drag shows, or a solo vocalist with a pianist, as well as the venues which offer this entertainment, are often advertised as cabarets.",https://en.wikipedia.org/wiki/Cabaret
Calligraphy,"Calligraphy  (from Greek: καλλιγραφία) is a visual art related to writing. It is the design and execution of lettering with a broad-tipped instrument, brush, or other writing instrument. A contemporary calligraphic practice can be defined as ""the art of giving form to signs in an expressive, harmonious, and skillful manner"". Modern calligraphy ranges from functional inscriptions and designs to fine-art pieces where the letters may or may not be readable. Classical calligraphy differs from typography and non-classical hand-lettering, though a calligrapher may practice both. Calligraphy continues to flourish in the forms of wedding invitations and event invitations, font design and typography, original hand-lettered logo design, religious art, announcements, graphic design and commissioned calligraphic art, cut stone inscriptions, and memorial documents. It is also used for props and moving images for film and television, and also for testimonials, birth and death certificates, maps, and other written works.",https://en.wikipedia.org/wiki/Calligraphy
Candle making,"Candle making  was developed independently in many places throughout history.   Candles were made by the Romans beginning about 500 BCE. These were true dipped candles and made from tallow. Evidence for candles made from whale fat in China dates back to the Qin Dynasty (221–206 BCE). In India, wax from boiling cinnamon was used for temple candles. In parts of Europe, the Middle-East and Africa, where lamp oil made from olives was readily available, candle making remained unknown until the early middle-ages.  Candles were primarily made from tallow and beeswax in ancient times, but have been made from spermaceti, purified animal fats (stearin) and paraffin wax in recent centuries.",https://en.wikipedia.org/wiki/History of candle making
Candy making,"Candy making  or  candymaking  is the preparation and cookery of candies and sugar confections. Candy making includes the preparation of many various candies, such as hard candies, jelly beans, gumdrops,  taffy, liquorice, cotton candy, chocolates and chocolate truffles, dragées, fudge, caramel candy, and toffee.  Candy is made by dissolving sugar in water or milk to form a syrup, which is boiled until it reaches the desired concentration or starts to caramelize. The type of candy depends on the ingredients and how long the mixture is boiled. Candy comes in a wide variety of textures, from soft and chewy to hard and brittle. A chocolatier is a person who prepares confectionery from chocolate, and is distinct from a chocolate maker, who creates chocolate from cacao beans and other ingredients. Cotton candy is a form of spun sugar often prepared using a cotton candy machine.",https://en.wikipedia.org/wiki/Candy making
Car fixing & building,bad title,
Card games,"A  card game  is any game using playing cards as the primary device with which the game is played, be they traditional or game-specific.  Countless card games exist, including families of related games (such as poker). A small number of card games played with traditional decks have formally standardized rules with international tournaments being held, but most are folk games whose rules vary by region, culture, and person.  A card game is played with a  deck  or  pack  of playing cards which are identical in size and shape. Each card has two sides, the  face  and the  back . Normally the backs of the cards are indistinguishable. The faces of the cards may all be unique, or there can be duplicates. The composition of a deck is known to each player. In some cases several decks are shuffled together to form a single  pack  or  shoe .  Games using playing cards exploit the fact that cards are individually identifiable from one side only, so that each player knows only the cards they hold and not those held by anyone else. For this reason card games are often characterized as games of chance or “imperfect information”—as distinct from games of strategy or “perfect information,” where the current position is fully visible to all players throughout the game. Many games that are not generally placed in the family of card games do in fact use cards for some aspect of their gameplay.  Some games that are placed in the card game genre involve a board. The distinction is that the gameplay of a card game chiefly depends on the use of the cards by players (the board is simply a guide for scorekeeping or for card placement), while board games (the principal non-card game genre to use cards) generally focus on the players' positions on the board, and use the cards for some secondary purpose.",https://en.wikipedia.org/wiki/Card game
Cardistry,"Cardistry  is the performance art of card flourishing. Unlike card magic, cardistry is meant to be visually impressive and appear very hard to execute.  The term ""cardistry"" is a portmanteau of ""card"" and ""artistry"". People who engage in cardistry are colloquially known as ""cardists"".",https://en.wikipedia.org/wiki/Cardistry
Ceramics,"A  ceramic  is any of the various hard, brittle, heat-resistant and corrosion-resistant materials made by shaping and then firing a nonmetallic mineral, such as clay, at a high temperature.  Common examples are earthenware, porcelain, and brick.  The crystallinity of ceramic materials ranges from highly oriented to semi-crystalline, vitrified, and often completely amorphous (glasses). Most often, fired ceramics are either vitrified or semi-vitrified as is the case with earthenware, stoneware, and porcelain. Varying crystallinity and electron composition in the ionic and covalent bonds cause most ceramic materials to be good thermal and electrical insulators (researched in ceramic engineering). With such a large range of possible options for the composition/structure of a ceramic (nearly all of the elements, nearly all types of bonding, and all levels of crystallinity), the breadth of the subject is vast, and identifiable attributes ( hardness, toughness, electrical conductivity ) are difficult to specify for the group as a whole. General properties such as high melting temperature, high hardness, poor conductivity, high moduli of elasticity, chemical resistance and low ductility are the norm,  with known exceptions to each of these rules ( piezoelectric ceramics, glass transition temperature, superconductive ceramics). Many composites, such as fiberglass and carbon fiber, while containing ceramic materials are not considered to be part of the ceramic family.  The earliest ceramics made by humans were pottery objects ( pots  or  vessels ) or figurines made from clay, either by itself or mixed with other materials like silica, hardened and sintered in fire. Later, ceramics were glazed and fired to create smooth, colored surfaces, decreasing porosity through the use of glassy, amorphous ceramic coatings on top of the crystalline ceramic substrates. Ceramics now include domestic, industrial and building products, as well as a wide range of ceramic art. In the 20th century, new ceramic materials were developed for use in advanced ceramic engineering, such as in semiconductors.  The word  "" ceramic ""  comes from the Greek word  κεραμικός  ( keramikos ),  ""of pottery""  or  ""for pottery"" , from  κέραμος  ( keramos ),  ""potter's clay, tile, pottery"" .  The earliest known mention of the root  ""ceram-""  is the Mycenaean Greek  ke-ra-me-we , workers of ceramic written in Linear B syllabic script. The word  ""ceramic""  may be used as an adjective to describe a material, product or process, or it may be used as a noun, either singular, or more commonly, as the plural noun ""ceramics"".",https://en.wikipedia.org/wiki/Ceramic
Chatting,bad title,
Cheesemaking,"Cheesemaking  (or  caseiculture ) is the craft of making cheese.  The production of cheese, like many other food preservation processes, allows the nutritional and economic value of a food material, in this case milk, to be preserved in concentrated form. Cheesemaking allows the production of the cheese with diverse flavors and consistencies.",https://en.wikipedia.org/wiki/Cheesemaking
Chess,"Chess  is a recreational and competitive board game played between two players. It is sometimes called  Western  or  international chess  to distinguish it from related games such as xiangqi. The current form of the game emerged in Southern Europe during the second half of the 15th century after evolving from similar, much older games of Indian and Persian origin. Today, chess is one of the world's most popular games, played by millions of people worldwide at home, in clubs, online, by correspondence, and in tournaments.  Chess is an abstract strategy game and involves no hidden information. It is played on a square chessboard with 64 squares arranged in an eight-by-eight grid. At the start, each player (one controlling the white pieces, the other controlling the black pieces) controls sixteen pieces: one king, one queen, two rooks, two knights, two bishops, and eight pawns. The object of the game is to checkmate the opponent's king, whereby the king is under immediate attack (in ""check"") and there is no way to remove it from attack on the next move. There are also several ways a game can end in a draw.  Organized chess arose in the 19th century. Chess competition today is governed internationally by FIDE (International Chess Federation). The first universally recognized World Chess Champion, Wilhelm Steinitz, claimed his title in 1886; Magnus Carlsen is the current World Champion. A huge body of chess theory has developed since the game's inception. Aspects of art are found in chess composition; and chess in its turn influenced Western culture and art and has connections with other fields such as mathematics, computer science, and psychology.  One of the goals of early computer scientists was to create a chess-playing machine. In 1997, Deep Blue became the first computer to beat the reigning World Champion in a match when it defeated Garry Kasparov. Today's chess engines are significantly stronger than even the best human players, and have deeply influenced the development of chess theory.",https://en.wikipedia.org/wiki/Chess
Cleaning,"Cleaning  is the process of removing unwanted substances, such as dirt, infectious agents, and other impurities, from an object or environment. Cleaning occurs in many different contexts, and uses many different methods. Several occupations are devoted to cleaning.",https://en.wikipedia.org/wiki/Cleaning
Clothesmaking,bad title,
